@relation ailerons
@attribute ClimbRate integer[-975,977]
@attribute Sgz integer[-99,94]
@attribute P real[-1.53,1.06]
@attribute Q real[-0.54,0.62]
@attribute CurPitch real[-0.42,2.58]
@attribute CurRoll real[-3.1,2.9]
@attribute AbsRoll integer[-23,-3]
@attribute DiffClb integer[-62,46]
@attribute DiffRollRate real[-0.099,0.056]
@attribute DiffDiffClb real[-8.8,15.5]
@attribute SeTime1 real[0.012,0.078]
@attribute SeTime2 real[0.012,0.078]
@attribute SeTime3 real[0.012,0.078]
@attribute SeTime4 real[0.012,0.078]
@attribute SeTime5 real[0.012,0.078]
@attribute SeTime6 real[0.012,0.078]
@attribute SeTime7 real[0.012,0.078]
@attribute SeTime8 real[0.012,0.076]
@attribute SeTime9 real[0.012,0.076]
@attribute SeTime10 real[0.012,0.074]
@attribute SeTime11 real[0.012,0.074]
@attribute SeTime12 real[0.012,0.074]
@attribute SeTime13 real[0.012,0.074]
@attribute SeTime14 real[0.012,0.073]
@attribute DiffSeTime1 real[-0.0050,0.0040]
@attribute DiffSeTime2 real[-0.0010,0.0010]
@attribute DiffSeTime3 real[-0.0060,0.0040]
@attribute DiffSeTime4 real[-0.0020,0.0020]
@attribute DiffSeTime5 real[-0.0080,0.0030]
@attribute DiffSeTime6 real[-0.0040,0.0]
@attribute DiffSeTime7 real[-0.0050,0.0040]
@attribute DiffSeTime8 real[-0.0010,0.0010]
@attribute DiffSeTime9 real[-0.0060,0.0030]
@attribute DiffSeTime10 real[-0.0060,0.0060]
@attribute DiffSeTime11 real[-0.0060,0.0050]
@attribute DiffSeTime12 real[-0.0040,0.0020]
@attribute DiffSeTime13 real[-0.0060,0.0070]
@attribute DiffSeTime14 real[-0.0030,0.0010]
@attribute Alpha real[0.4,2.0]
@attribute Se real[0.012,0.073]
@attribute Goal real[-0.0036,0.0]
@inputs ClimbRate, Sgz, P, Q, CurPitch, CurRoll, AbsRoll, DiffClb, DiffRollRate, DiffDiffClb, SeTime1, SeTime2, SeTime3, SeTime4, SeTime5, SeTime6, SeTime7, SeTime8, SeTime9, SeTime10, SeTime11, SeTime12, SeTime13, SeTime14, DiffSeTime1, DiffSeTime2, DiffSeTime3, DiffSeTime4, DiffSeTime5, DiffSeTime6, DiffSeTime7, DiffSeTime8, DiffSeTime9, DiffSeTime10, DiffSeTime11, DiffSeTime12, DiffSeTime13, DiffSeTime14, Alpha, Se
@outputs Goal
@data
-62, -16, -0.17, 0.12, 0.86, 0.5, -15, 0, -0.014, 0.1, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0.029, -0.0013
-46, -19, -0.12, -0.15, 0.5, 1.2, -6, 15, -0.007, 0.4, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, -0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.016, -0.0005
172, -57, 0.06, -0.04, 0.3, 0.7, -12, 24, -0.016, -2.4, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4, 0.016, -0.0011
-12, -8, -0.48, -0.01, 0.52, -0.2, -15, 5, 0.02, 2.9, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.001, 0, 0.5, 0.019, -0.001
80, -15, -0.16, 0.14, 0.86, 0.6, -19, 5, -0.004, 0.1, 0.035, 0.035, 0.035, 0.035, 0.035, 0.035, 0.035, 0.035, 0.035, 0.035, 0.035, 0.035, 0.035, 0.035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.035, -0.0018
116, 3, 0.43, 0.34, 0.61, 0.8, -13, -40, -0.041, 1.6, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.026, 0.026, 0.026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.002, 0, 0, 0, 0.7, 0.026, -0.0009
289, -39, 0.66, 0.07, 0.25, -0.3, -6, -7, 0.005, -0.3, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0006
108, 7, -0.32, -0.06, 0.59, 1.3, -5, 5, -0.006, -0.1, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0.024, -0.0005
-25, 25, -0.12, -0.19, 0.42, -0.6, -7, 20, 0.01, 1.9, 0.016, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.001, 0, 0, 0, 0, 0, 0, 0, 0.001, 0, 0, 0, 0, 0, 0.4, 0.014, -0.0003
73, -18, -0.11, 0.08, 0.56, -1, -21, 10, 0.023, 0.7, 0.024, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.023, -0.0012
-134, -30, 0.1, -0.11, 0.57, 0.5, -6, 12, -0.001, -0.1, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.015, -0.0006
-57, 3, -0.16, 0.21, 0.96, 0.7, -18, -4, -0.009, -0.1, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0.033, -0.0015
106, -18, 0.17, 0.03, 0.39, -1.8, -9, -2, 0.014, -0.1, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.017, -0.0006
-41, 21, 0.13, 0.19, 0.74, 1, -11, -20, -0.014, 0.8, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0.025, -0.0008
236, 22, 0.47, 0.2, 0.37, -1.4, -12, -18, 0.01, -0.5, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.021, -0.0007
109, -6, -0.3, 0.03, 0.75, -1.4, -8, 0, 0.009, -0.2, 0.032, 0.032, 0.032, 0.032, 0.032, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0.031, 0, 0, 0, 0, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0.031, -0.0005
-550, -79, -0.18, -0.18, 0.99, 0.7, -10, 13, -0.022, 2.6, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.016, 0.016, 0.017, 0, 0, 0, 0, 0, 0, 0, 0, -0.001, 0, -0.002, 0, -0.002, 0, 0.5, 0.017, -0.0003
-74, -55, -0.66, 0.04, 0.66, -0.3, -10, -4, 0, -0.5, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, -0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.001, 0, -0.001, 0, 0.6, 0.02, -0.0005
115, -8, 0.33, 0.24, 0.56, -2, -17, -12, 0.022, -0.4, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0.025, -0.001
-315, -10, -0.26, 0.14, 0.85, 1.5, -9, -14, -0.009, 0.1, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.016, 0.016, 0.018, 0.018, 0.019, 0.019, 0.02, 0, 0, 0, 0, -0.001, 0, -0.002, 0, -0.003, 0, -0.002, 0, -0.002, 0, 0.6, 0.02, -0.0005
58, -40, -0.23, 0.02, 0.65, 0.5, -12, -4, -0.007, 0.6, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.002, 0, 0.7, 0.024, -0.0009
17, -13, -0.27, 0.1, 0.69, -0.9, -9, -2, 0.003, -0.4, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0.026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0.026, -0.0006
-64, -62, 0.58, -0.03, 0.56, 1.1, -15, 13, 0.019, -0.2, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0015
-24, 3, -0.3, 0.03, 0.52, 0.5, -10, 0, -0.018, -0.1, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0006
-168, -21, -0.35, -0.03, 0.83, -0.4, -7, 4, 0.004, 0, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0, 0, 0, 0, 0, 0, -0.003, 0, 0, 0, 0, 0, 0, 0, 0.7, 0.023, -0.0004
5, -52, -0.1, 0.04, 0.58, 0.3, -13, 3, -0.003, -0.1, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0, 0, 0, 0, 0, 0, -0.001, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.021, -0.0008
143, -25, -0.36, 0.13, 0.69, 0.6, -15, -2, -0.019, 0, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0.03, -0.0013
-135, 6, -0.19, -0.02, 0.95, -0.3, -8, 7, 0.004, -0.9, 0.03, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0.028, -0.0008
30, -12, 0.18, 0.1, 0.55, 1.6, -9, -17, -0.026, 2.2, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.021, -0.0013
-62, -6, 0.13, 0.15, 0.73, -0.9, -8, -14, 0.001, -0.1, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0.024, -0.0004
-390, -26, -0.36, 0.11, 0.92, 0.5, -11, -9, -0.004, 0, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0, 0, 0, 0, 0, 0, -0.002, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.02, -0.0006
59, 8, 0.21, -0.07, 0.43, 0.2, -9, 10, 0.002, -0.3, 0.02, 0.02, 0.02, 0.02, 0.02, 0.019, 0.019, 0.018, 0.018, 0.017, 0.017, 0.017, 0.017, 0.017, 0, 0, 0, 0, 0.001, 0, 0.001, 0, 0.001, 0, 0, 0, 0, 0, 0.5, 0.017, -0.0007
406, -50, -0.22, -0.1, 0.1, 0.6, -12, 18, -0.019, -0.2, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.017, 0.017, 0.016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0, 0.001, 0, 0.5, 0.016, -0.0008
336, 16, 0.07, 0.02, 0.22, -1.6, -9, -2, 0.013, 0.4, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.001, 0, 0.001, 0, 0.5, 0.018, -0.0005
65, -4, 0.65, 0.11, 0.56, 0.6, -13, -5, 0.005, -0.2, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.022, -0.0013
187, 27, -0.04, 0.06, 0.35, 0.2, -11, -2, -0.008, 0, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0008
488, -3, 0.16, 0.03, 0.07, 1.4, -7, -2, -0.013, -0.4, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0, 0.5, 0.018, -0.0008
-376, 11, 0.18, 0.05, 0.87, 1.3, -7, -6, -0.01, -0.1, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, -0.001, 0, 0, 0, 0, 0, -0.002, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.019, -0.0006
-285, -27, 0.02, 0.03, 0.76, -0.6, -13, 3, 0.015, 0.4, 0.016, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, -0.003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0009
-438, -15, -0.44, 0.19, 0.97, 0.5, -10, -22, -0.015, 0.3, 0.018, 0.018, 0.018, 0.019, 0.019, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.021, 0, 0, -0.002, 0, -0.002, 0, 0, 0, 0, 0, 0, 0, -0.001, 0, 0.6, 0.021, -0.0007
68, -20, 0.14, 0.01, 0.4, -1.5, -8, 2, 0.01, -0.1, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.017, 0.017, 0.017, 0.017, 0.016, 0.016, 0.016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0, 0, 0, 0.5, 0.016, -0.0006
-126, -39, -0.33, 0.07, 0.71, 1.2, -15, 3, -0.015, 0.5, 0.022, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.001, 0, 0, 0, 0.6, 0.021, -0.001
333, 72, -0.34, 0.15, 0.27, -0.5, -6, -17, 0.002, 0.4, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0, 0, 0, 0, 0, 0, -0.001, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.021, -0.0004
257, -56, -0.1, -0.06, 0.25, -0.9, -12, 12, 0.01, -0.2, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.017, -0.0007
170, -2, -0.45, 0.13, 0.44, -0.7, -13, -8, -0.003, 0.4, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.022, 0.022, 0.022, 0.022, 0.022, 0, 0, 0, 0, 0, 0, 0, 0, -0.001, 0, -0.001, 0, 0, 0, 0.6, 0.022, -0.0007
443, 1, 0.23, 0.04, 0.12, -0.7, -11, 1, 0.014, 0, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0009
237, 12, 0.15, 0.36, 0.92, -1, -20, -4, 0, -1.1, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0.045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0.045, -0.002
-258, -12, 0.09, 0.02, 0.78, -1.1, -8, 0, 0.01, -0.3, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.003, 0, 0.6, 0.019, -0.0006
10, -7, -0.03, 0.07, 0.49, 0.2, -9, -6, -0.002, 0.1, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0006
-94, -28, -0.14, -0.11, 0.88, -0.2, -6, 6, 0.011, 1.4, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0.027, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0.027, -0.0005
-117, 16, -0.21, 0.04, 0.6, 1.4, -5, -5, -0.007, 0, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.017, 0.017, 0.017, 0, 0, -0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.017, -0.0004
343, -54, 0.03, -0.12, 0.34, 1.2, -11, 16, 0, -0.2, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0.024, -0.0011
-154, -18, 0.13, -0.07, 1.38, -0.5, -6, 7, 0.009, 0.3, 0.043, 0.043, 0.043, 0.043, 0.043, 0.043, 0.043, 0.043, 0.043, 0.043, 0.043, 0.042, 0.042, 0.042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0.042, -0.0009
294, -32, -0.2, 0.12, 0.35, 0.6, -17, 2, -0.02, -0.2, 0.024, 0.024, 0.024, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0.023, 0, 0, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.023, -0.0011
213, 7, 0.16, 0.17, 0.45, -1.6, -17, -6, 0.016, -0.1, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0.024, -0.0011
-293, 12, -0.18, 0.09, 0.82, 0.6, -5, -10, -0.005, 0, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.02, 0.02, 0.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.002, 0, 0, 0, 0.6, 0.02, -0.0004
-61, 18, 0.12, 0.08, 0.55, -0.3, -7, -8, -0.005, 0.2, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, -0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.018, -0.0005
